id,title,authors,year,venue,search_strings
628,DNA methylation aging clocks: challenges and recommendations,Christopher G. Bell; Robert Lowe; Peter D. Adams; Andrea Baccarelli; Stephan Beck; Jordana T. Bell; Brock C. Christensen; Vadim N. Gladyshev; Bastiaan T. Heijmans; Steve Horvath; Trey Ideker; Jean‐Pierre J. Issa; Karl T. Kelsey; Riccardo E. Marioni; Wolf Reik; Caroline L. Relton; Leonard C. Schalkwyk; Andrew E. Teschendorff; Wolfgang Wagner; Kang Zhang; Vardhman K. Rakyan,2019,Genome biology,String C
629,Can Predicted Protein 3D Structures Provide Reliable Insights into whether Missense Variants Are Disease Associated?,Sirawit Ittisoponpisan; Suhail A. Islam; Tarun Khanna; Eman Alhuzimi; Alessia David; Michael J.E. Sternberg,2019,Journal of Molecular Biology,String C
630,Proteogenomic Characterization Reveals Therapeutic Vulnerabilities in Lung Adenocarcinoma,Michael A. Gillette; Shankha Satpathy; Song Cao; Saravana M. Dhanasekaran; Suhas Vasaikar; Karsten Krug; Francesca Petralia; Yize Li; Wen-Wei Liang; Boris Reva; Azra Krek; Jiayi Ji; Xiaoyu Song; Wenke Liu; Runyu Hong; Lijun Yao; Lili M. Blumenberg; Sara R. Savage; Michael C. Wendl; Bo Wen; Kai Li; Lauren C. Tang; Melanie A. MacMullan; Shayan C. Avanessian; M. Harry Kane; Chelsea J. Newton; MacIntosh Cornwell; Ramani Kothadia; Weiping Ma; Seungyeul Yoo; Rahul Mannan; Pankaj Vats; Chandan Kumar‐Sinha; Emily Kawaler; Tatiana Omelchenko; Antonio Colaprico; Yifat Geffen; Yosef E. Maruvka; Felipe da Veiga Leprevost; Maciej Wiznerowicz; Zeynep H. Gümüş; Rajwanth Veluswamy; Galen Hostetter; David I. Heiman; Matthew A. Wyczalkowski; Tara Hiltke; Mehdi Mesri; Christopher R. Kinsinger; Emily S. Boja; Gilbert S. Omenn; Arul M. Chinnaiyan; Henry Rodriguez; Qing Kay Li; Scott D. Jewell; Mathangi Thiagarajan; Gad Getz; Bing Zhang; David Fenyö; Kelly V. Ruggles; Marcin Cieślik; Ana I. Robles; Karl R. Clauser; Ramaswamy Govindan; Pei Wang; Alexey I. Nesvizhskii; Li Ding; D.R. Mani; Steven A. Carr; Alex Webster; Alicia Francis; Alyssa Charamut; Amanda G. Paulovich; Amy M. Perou; Andrew K. Godwin; Andrii Karnuta; Annette Marrero-Oliveras; Barbara Hindenach; Barbara L. Pruetz; Bartosz Kubisa; Brian Druker; Chet Birger; Corbin D. Jones; Dana R. Valley; Daniel C. Rohrer; Daniel Cui Zhou; Daniel W. Chan; David Chesla; David Clark; Dmitry Rykunov; Donghui Tan; Elena V. Ponomareva; Elizabeth R. Duffy; Eric Burks; Eric E. Schadt; Erik J. Bergstrom; Eugene Fedorov; Ewa P. Malc; George D. Wilson; Haiquan Chen; Halina Krzystek,2020,Cell,String C
631,Adaptive Learning Using Artificial Intelligence in e-Learning: A Literature Review,Ilie Gligorea; Marius Cioca; Romana Oancea; Andra-Teodora Gorski; Hortensia Gorski; Paul Tudorache,2023,Education Sciences,String C
632,"From patterns to patients: Advances in clinical machine learning for cancer diagnosis, prognosis, and treatment",Kyle Swanson; Eric Q. Wu; Angela Zhang; Ash A. Alizadeh; James Zou,2023,Cell,String C
633,Liquid Biopsy for Advanced Non-Small Cell Lung Cancer (NSCLC): A Statement Paper from the IASLC,Christian Rolfo; Philip C. Mack; Giorgio V. Scagliotti; Paul Baas; Fabrice Barlési; Trever G. Bivona; Roy S. Herbst; Tony Mok; Nir Peled; Robert Pirker; Luis E. Raez; Martin Reck; Jonathan W. Riess; Lecia V. Sequist; Frances A. Shepherd; Lynette M. Sholl; Daniel Shao-Weng Tan; Heather A. Wakelee; Ignacio I. Wistuba; Murry W. Wynes; David P. Carbone; Fred R. Hirsch; David R. Gandara,2018,Journal of Thoracic Oncology,String C
634,Machine Learning Improves Risk Stratification in Myelofibrosis: An Analysis of the Spanish Registry of Myelofibrosis,Adrián Mosquera Orgueira; Manuel Pérez‐Encinas; Alberto Hernández‐Sánchez; Teresa González; Eduardo Arellano‐Rodrigo; Javier Martínez Elicegui; Ángela Villaverde Ramiro; José María Sánchez; Rosa Ayala; Francisca Ferrer‐Marín; María Laura Fox; Patricia Vélez Tenza; Elvira Mora; Blanca Xicoy; Maria Isabel Mata Vazquez; Maria García Fortes; Anna Angona; Beatriz Cuevas; María Alicia Senin; Ángel Ramírez Páyer; Marı́a José Ramı́rez; Raúl Pérez López; Sonia González de Villambrosía; Clara Galán Martínez; María Teresa Gómez‐Casares; Carmen García‐Hernández; Mercedes Gasior Kabat; Beatríz Bellosillo; Juan Luis Steegmann; Alberto Álvarez‐Larrán; Jesús María Hernández‐Rivas; Juan Carlos Hernández‐Boluda,2022,Blood,String C
635,TPOT: A Tree-Based Pipeline Optimization Tool for Automating Machine Learning,Randal S. Olson; Jason H. Moore,2019,The Springer series on challenges in machine learning,String C
636,Small data machine learning in materials science,Pengcheng Xu; Xiaobo Ji; Minjie Li; Wencong Lu,2023,npj Computational Materials,String C
637,Predicting response to cancer immunotherapy using noninvasive radiomic biomarkers,Stefano Trebeschi; Silvia Girolama Drago; Nicolai J. Birkbak; Ieva Kurilova; Adriana Calin; Andrea Delli Pizzi; Ferry Lalezari; Doenja M. J. Lambregts; Maartje W. Rohaan; Chintan Parmar; Elisa A. Rozeman; Koen J. Hartemink; Charles Swanton; John B.A.G. Haanen; Christian U. Blank; Egbert F. Smit; Regina G. H. Beets‐Tan; Hugo J.W.L. Aerts,2019,Annals of Oncology,String C
638,Molecular and pharmacological modulators of the tumor immune contexture revealed by deconvolution of RNA-seq data,Francesca Finotello; Clemens Mayer; Christina Plattner; Gerhard Laschober; Dietmar Rieder; Hubert Hackl; Anne Krogsdam; Zuzana Loncová; Wilfried Posch; Doris Wilflingseder; Sieghart Sopper; Marieke E. Ijsselsteijn; Thomas P. Brouwer; Douglas B. Johnson; Yaomin Xu; Yu Wang; Melinda E. Sanders; Mónica V. Estrada; Paula I. González-Ericsson; Pornpimol Charoentong; Justin M. Balko; Noel F.C.C. de Miranda; Zlatko Trajanoski,2019,Genome Medicine,String C
639,Phenome-wide Mendelian randomization mapping the influence of the plasma proteome on complex diseases,Jie Zheng; Valeriia Haberland; Denis Baird; Venexia Walker; Philip Haycock; Mark R. Hurle; Alex Gutteridge; Pau Erola; Yi Liu; Shan Luo; Jamie Robinson; Tom G. Richardson; James R Staley; Benjamin Elsworth; Stephen Burgess; Benjamin B. Sun; John Danesh; Heiko Runz; Joseph Maranville; Hannah M. Martin; James Yarmolinsky; Charles Laurin; Michael V. Holmes; Jimmy Z. Liu; Karol Estrada; Rita Santos; Linda McCarthy; Dawn Waterworth; Matthew R. Nelson; George Davey Smith; Adam S. Butterworth; Gibran Hemani; Robert A. Scott; Tom R. Gaunt,2020,Nature Genetics,String C
640,Bias in data‐driven artificial intelligence systems—An introductory survey,Eirini Ntoutsi; Pavlos Fafalios; Ujwal Gadiraju; Vasileios Iosifidis; Wolfgang Nejdl; María-Esther Vidal; Salvatore Ruggieri; Franco Turini; Symeon Papadopoulos; Emmanouil Krasanakis; Ioannis Kompatsiaris; Katharina Kinder‐Kurlanda; Claudia Wagner; Fariba Karimi; Miriam Fernández; Harith Alani; Bettina Berendt; Tina Kruegel; Christian Heinze; Klaus Broelemann; Gjergji Kasneci; Thanassis Tiropanis; Steffen Staab,2020,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,String C
641,Opportunities for neuromorphic computing algorithms and applications,Catherine D. Schuman; Shruti Kulkarni; Maryam Parsa; J. Parker Mitchell; Prasanna Date; Bill Kay,2022,Nature Computational Science,String C
642,Classification of triple-negative breast cancers based on Immunogenomic profiling,Yin He; Zehang Jiang; Cai Chen; Xiaosheng Wang,2018,Journal of Experimental & Clinical Cancer Research,String C
643,Treatment of evolving cancers will require dynamic decision support,Maximilian Strobl; Jill Gallaher; Mark Robertson‐Tessi; Jeffrey West; Alexander R.A. Anderson,2023,Annals of Oncology,String C
644,Multi-omic machine learning predictor of breast cancer therapy response,Stephen‐John Sammut; Mireia Crispin‐Ortuzar; Suet‐Feung Chin; Elena Provenzano; Helen Bardwell; Wenxin Ma; Wei Cope; A. Dariush; Sarah‐Jane Dawson; Jean Abraham; Janet Dunn; Louise Hiller; Jeremy Thomas; David Cameron; John M.S. Bartlett; Larry Hayward; Paul D.P. Pharoah; Florian Markowetz; Oscar M. Rueda; Helena Earl; Carlos Caldas,2021,Nature,String C
645,Classification of Skin Disease Using Deep Learning Neural Networks with MobileNet V2 and LSTM,Parvathaneni Naga Srinivasu; Jalluri Gnana SivaSai; Muhammad Fazal Ijaz; Akash Kumar Bhoi; Wonjoon Kim; James Jin Kang,2021,Sensors,String C
646,Artificial intelligence for multimodal data integration in oncology,Jana Lipková; Richard J. Chen; Bowen Chen; Ming Y. Lu; Matteo Barbieri; Daniel Shao; Anurag Vaidya; Chengkuan Chen; Luoting Zhuang; Drew F. K. Williamson; Muhammad Shaban; Tiffany Chen; Faisal Mahmood,2022,Cancer Cell,String C
647,Choosing Mutation and Crossover Ratios for Genetic Algorithms—A Review with a New Dynamic Approach,Ahmad B. Hassanat; Khalid Almohammadi; Esra’a Alkafaween; Eman Abunawas; Awni Hammouri; V. B. Surya Prasath,2019,Information,String C
648,Turning the corner on therapeutic cancer vaccines,Robert E. Hollingsworth; Kathrin U. Jansen,2019,npj Vaccines,String C
649,Deep learning for lung cancer prognostication: A retrospective multi-cohort radiomics study,Ahmed Hosny; Chintan Parmar; Thibaud Coroller; Patrick Großmann; Roman Zeleznik; Avnish Kumar; Johan Bussink; Robert J. Gillies; Raymond H. Mak; Hugo J.W.L. Aerts,2018,PLoS Medicine,String C
650,Deep learning in cancer pathology: a new generation of clinical biomarkers,Amelie Echle; Niklas Rindtorff; Titus J. Brinker; Tom Luedde; Alexander T. Pearson; Jakob Nikolas Kather,2020,British Journal of Cancer,String C
651,An Overview of Artificial Intelligence Applications for Power Electronics,Shuai Zhao; Frede Blaabjerg; Huai Wang,2020,IEEE Transactions on Power Electronics,String C
652,Amyotrophic lateral sclerosis: a neurodegenerative disorder poised for successful therapeutic translation,Richard J. Mead; Ning Shan; H. Joseph Reiser; Fiona H. Marshall; Pamela J. Shaw,2022,Nature Reviews Drug Discovery,String C
653,Data-Driven Evolutionary Optimization: An Overview and Case Studies,Yaochu Jin; Handing Wang; Tinkle Chugh; Dan Guo; Kaisa Miettinen,2018,IEEE Transactions on Evolutionary Computation,String C
654,2021 Update on MRD in acute myeloid leukemia: a consensus document from the European LeukemiaNet MRD Working Party,Michael Heuser; Sylvie Freeman; Gert J. Ossenkoppele; Francesco Buccisano; Christopher S. Hourigan; Lok Lam Ngai; Jesse M. Tettero; Costa Bachas; Constance Baer; Marie C. Béné; Veit Bücklein; Anna Czyż; Barbara Denys; Richard Dillon; Michaela Feuring‐Buske; Mónica L. Guzmán; Torsten Haferlach; Lina Han; Julia Herzig; Jeffrey L. Jorgensen; Wolfgang Kern; Marina Konopleva; Francis Lacombe; Marta Libura; Agata Majchrzak; Luca Maurillo; Yishai Ofran; Jan Philippé; Adriana Pleșa; Claude Preudhomme; Farhad Ravandi; Christophe Roumier; Marion Subklewe; Felicitas Thol; Arjan A. van de Loosdrecht; Bert A. van der Reijden; Adriano Venditti; Agnieszka Wierzbowska; Peter J.M. Valk; Brent L. Wood; Roland B. Walter; Christian Thiede; Konstanze Döhner; Gail J. Roboz; Jacqueline Cloos,2021,Blood,String C
655,Detection and Analysis of Circulating Epithelial Cells in Liquid Biopsies From Patients With Liver Disease,Irun Bhan; Kelly Mosesso; Lipika Goyal; Julia Philipp; Mark Kalinich; Joseph W. Franses; Melissa Choz; Rahmi Öklü; Mehmet Toner; Shyamala Maheswaran; Daniel A. Haber; Andrew X. Zhu; Raymond T. Chung; Martin J. Aryee; David T. Ting,2018,Gastroenterology,String C
656,A Review of Feature Selection and Its Methods,B. Venkatesh; J. Anuradha,2019,Cybernetics and Information Technologies,String C
657,A Review on Representative Swarm Intelligence Algorithms for Solving Optimization Problems: Applications and Trends,Jun Tang; Gang Liu; Qingtao Pan,2021,IEEE/CAA Journal of Automatica Sinica,String C
658,Random Forest Algorithm Overview,Hasan Ahmed Salman; Ali Kalakech; Amani Steiti,2024,Babylonian Journal of Machine Learning,String C
659,Bladder cancer,Lars Dyrskjøt; Donna E. Hansel; Jason A. Efstathiou; Margaret A. Knowles; Matthew D. Galsky; Jeremy Yuen‐Chun Teoh; Dan Theodorescu,2023,Nature Reviews Disease Primers,String C
660,Machine Learning–Based Radiomics for Molecular Subtyping of Gliomas,Chia‐Feng Lu; Fei‐Ting Hsu; Kevin Li‐Chun Hsieh; Yu‐Chieh Jill Kao; Sho‐Jen Cheng; Justin Bo‐Kai Hsu; Ping‐Huei Tsai; Ray‐Jade Chen; Chao Huang; Yun Yen; Cheng‐Yu Chen,2018,Clinical Cancer Research,String C
661,Metaheuristic Algorithms on Feature Selection: A Survey of One Decade of Research (2009-2019),Prachi Agrawal; Hattan F. Abutarboush; Talari Ganesh; Ali Wagdy Mohamed,2021,IEEE Access,String C
662,Leakage and the reproducibility crisis in machine-learning-based science,Sayash Kapoor; Arvind Narayanan,2023,Patterns,String C
663,Natural Products for Drug Discovery in the 21st Century: Innovations for Novel Drug Discovery,Nicholas Ekow Thomford; Dimakatso Alice Senthebane; Arielle Rowe; Daniella Munro; Palesa Pamela Seele; Alfred Maroyi; Kevin Dzobo,2018,International Journal of Molecular Sciences,String C
664,A review of machine learning applications in wildfire science and management,Piyush Jain; Sean C.P. Coogan; Sriram Ganapathi Subramanian; Mark Crowley; Steve Taylor; Mike D. Flannigan,2020,Environmental Reviews,String C
665,The Colony Predation Algorithm,Jiaze Tu; Huiling Chen; Mingjing Wang; Amir H. Gandomi,2021,Journal of Bionic Engineering,String C
666,"ALS-implicated protein TDP-43 sustains levels of STMN2, a mediator of motor neuron growth and repair",Joseph R. Klim; Luis A. Williams; Francesco Limone; Irune Guerra San Juan; Brandi N. Davis‐Dusenbery; Daniel A. Mordes; Aaron Burberry; Michael J. Steinbaugh; Kanchana K. Gamage; Rory Kirchner; Rob Moccia; Seth H. Cassel; Kuchuan Chen; Brian J. Wainger; Clifford J. Woolf; Kevin Eggan,2019,Nature Neuroscience,String C
667,"NCCN Guidelines Insights: Non–Small Cell Lung Cancer, Version 5.2018",David S. Ettinger; Dara L. Aisner; Douglas E. Wood; Wallace Akerley; Jessica R. Bauman; Joe Y. Chang; Lucian R. Chirieac; Thomas A. D’Amico; Thomas J. Dilling; M.C. Dobelbower; Ramaswamy Govindan; Matthew A. Gubens; Mark Hennon; Leora Horn; Rudy P. Lackner; Michael Lanuti; Ticiana Leal; Rogério Lilenbaum; Jules Lin; Billy W. Loo; Renato Martins; Gregory A. Otterson; Sandip Pravin Patel; Karen L. Reckamp; Gregory J. Riely; Steven E. Schild; Theresa A. Shapiro; James Stevenson; Steven Swanson; Kurt W. Tauer; Stephen C. Yang; Kristina M. Gregory; Miranda Hughes,2018,Journal of the National Comprehensive Cancer Network,String C
668,Evolutionary-scale prediction of atomic level protein structure with a language model,Zeming Lin; Halil Akin; Roshan Rao; Brian Hie; Zhongkai Zhu; Wenting Lu; Nikita Smetanin; Robert Verkuil; Ori Kabeli; Yaniv Shmueli; Allan dos Santos Costa; Maryam Fazel-Zarandi; Tom Sercu; Salvatore Candido; Alexander Rives,2022,bioRxiv (Cold Spring Harbor Laboratory),String C
669,Unravelling subclonal heterogeneity and aggressive disease states in TNBC through single-cell RNA-seq,Mihriban Karaayvaz; Simona Cristea; Shawn Gillespie; Anoop P. Patel; Ravindra Mylvaganam; Christina C. Luo; Michelle C. Specht; B Bernstein; Franziska Michor; Leif W. Ellisen,2018,Nature Communications,String C
670,Considerations for diagnostic COVID-19 tests,Olivier Vandenberg; Delphine Martiny; Olivier Rochas; Alex van Belkum; Zisis Kozlakidis,2020,Nature Reviews Microbiology,String C
671,"The international EAACI/GA²LEN/EuroGuiDerm/APAAACI guideline for the definition, classification, diagnosis, and management of urticaria",Torsten Zuberbier; Amir Hamzah Abdul Latiff; Mohamed Abuzakouk; Susan Aquilina; Riccardo Asero; Diane R. Baker; Barbara Ballmer‐Weber; Christine Bangert; Moshe Ben‐Shoshan; Jonathan A. Bernstein; Carsten Bindslev‐Jensen; Knut Brockow; Zenon Brzoza; Herberto José Chong‐Neto; Martin K. Church; Paulo Ricardo Criado; I V Danilycheva; Corinna Dressler; Luís Felipe Ensina; Luz Fonacier; Matthew Gaskins; Krisztián Gáspár; Aslı Gelincik; Ana M. Giménez‐Arnau; Kiran Godse; Margarida Gonçalo; Clive Grattan; Martine Grosber; Eckard Hamelmann; Jacques Hébert; Michihiro Hide; Allen P. Kaplan; Alexander Kapp; Aharon Kessel; Emek Kocatürk; Kanokvalai Kulthanan; Désirée Larenas‐Linnemann; Antti Lauerma; Tabi A. Leslie; Markus Magerl; Μichael Μakris; Raisa Meshkova; Martin Metz; Daniel Micallef; Charlotte G. Mørtz; Alexander Nast; Hanneke Oude‐Elberink; Ruby Pawankar; Paolo D. Pigatto; Hector Ratti Sisa; María Isabel Rojo Gutiérrez; Sarbjit S. Saini; Peter Schmid‐Grendelmeier; Bülent Enis Şekerel; Frank Siebenhaar; Hanna Siiskonen; A. Soria; Petra Staubach; Luca Stingeni; Gordon Sussman; Andrea Szegedi; Simon Francis Thomsen; Zahava Vadasz; Christian Vestergaard; Bettina Wedi; Zuotao Zhao; Marcus Maurer,2021,Allergy,String C
672,A Novel and Efficient Digital Pathology Classifier for Predicting Cancer Biomarkers Using Sequencer Architecture,Min Cen; Xingyu Li; Bangwei Guo; Jitendra Jonnagaddala; Hong Zhang; Steven Xu,2023,American Journal Of Pathology,String C
673,Roles of the immune system in cancer: from tumor initiation to metastatic progression,Hugo González; Catharina Hagerling; Zena Werb,2018,Genes & Development,String C
674,Treatment Selection in Depression,Zachary D. Cohen; Robert J. DeRubeis,2018,Annual Review of Clinical Psychology,String C
675,A decade of advances in transposon-insertion sequencing,Amy K. Cain; Lars Barquist; Andrew L. Goodman; Ian T. Paulsen; Julian Parkhill; Tim van Opijnen,2020,Nature Reviews Genetics,String C
676,Protein design and variant prediction using autoregressive generative models,Jung-Eun Shin; Adam J. Riesselman; Aaron W. Kollasch; Conor McMahon; Elana P. Simon; Chris Sander; Aashish Manglik; Andrew C. Kruse; Debora S. Marks,2021,Nature Communications,String C
677,A Comprehensive Review on Current Advances in Peptide Drug Development and Design,Andy Chi-Lung Lee; Janelle L. Harris; Kum Kum Khanna; Ji‐Hong Hong,2019,International Journal of Molecular Sciences,String C
678,The Changing Landscape of Fabry Disease,Einar Svarstad; Hans‐Peter Marti,2020,Clinical Journal of the American Society of Nephrology,String C
679,A review on extreme learning machine,Jian Wang; Siyuan Lu; Shuihua Wang‎; Yudong Zhang,2021,Multimedia Tools and Applications,String C
680,DeepCRISPR: optimized CRISPR guide RNA design by deep learning,Guohui Chuai; Hanhui Ma; Jifang Yan; Ming Chen; Nanfang Hong; Dongyu Xue; Chi Zhou; Chenyu Zhu; Ke Chen; Bin Duan; Feng Gu; Sheng Qu; De-Shuang Huang; Jia Wei; Qi Liu,2018,Genome biology,String C
681,Massively multiplexed nucleic acid detection with Cas13,Cheri M. Ackerman; Cameron Myhrvold; Sri Gowtham Thakku; Catherine A. Freije; Hayden C. Metsky; David Yang; Simon H. Ye; Chloe K. Boehm; Tinna-Sólveig F. Kosoko-Thoroddsen; Jared Kehe; Tien G. Nguyen; Amber Carter; Anthony Kulesa; John Barnes; Vivien G. Dugan; Deborah T. Hung; Paul C. Blainey; Pardis C. Sabeti,2020,Nature,String C
682,Lost in translation: the valley of death across preclinical and clinical divide – identification of problems and overcoming obstacles,Attila A. Seyhan,2019,Translational Medicine Communications,String C
